areacd,areanm,parentcd,xmin,ymin,xmax,ymax
E02002262,Brighouse,E08000033,-1.829,53.693,-1.769,53.718
E02002263,Sowerby & Luddendenfoot,E08000033,-1.992,53.685,-1.917,53.728
E02002264,Skircoat Green,E08000033,-1.885,53.696,-1.853,53.715
E02002265,Todmorden East & Walsden,E08000033,-2.148,53.67,-2.03,53.729
E02002266,Rastrick East,E08000033,-1.793,53.683,-1.76,53.7
E02002267,Rastrick West,E08000033,-1.831,53.672,-1.786,53.704
E02002268,Elland,E08000033,-1.869,53.669,-1.819,53.706
E02002269,Greetland & Stainland,E08000033,-1.918,53.645,-1.844,53.701
E02002270,"Ripponden, Rishworth & Barkisland",E08000033,-2.055,53.615,-1.878,53.708
E02002271,Birkenshaw,E08000034,-1.73,53.737,-1.667,53.765
E02002272,Birstall,E08000034,-1.68,53.722,-1.632,53.752
E02002273,Scholes & Hunsworth,E08000034,-1.77,53.718,-1.692,53.751
E02002274,Gomersal,E08000034,-1.713,53.722,-1.668,53.741
E02002275,Cleckheaton,E08000034,-1.737,53.712,-1.698,53.732
E02002276,"Wilton Park, Carlinghow & Brookroyd",E08000034,-1.667,53.71,-1.627,53.733
E02002277,Upper Batley & Soothill,E08000034,-1.635,53.703,-1.571,53.724
E02002278,Hightown & Hartshead Moor,E08000034,-1.747,53.707,-1.696,53.725
E02002279,"Liversedge, Littletown & Millbridge",E08000034,-1.704,53.705,-1.667,53.726
E02002280,Batley Central,E08000034,-1.652,53.707,-1.627,53.723
E02002281,Heckmondwike North,E08000034,-1.684,53.699,-1.657,53.723
E02002282,Staincliffe & Healey,E08000034,-1.661,53.701,-1.641,53.717
E02002283,Batley Carr & Mount Pleasant,E08000034,-1.642,53.697,-1.617,53.711
E02002284,Shaw Cross & Hanging Heaton,E08000034,-1.63,53.694,-1.584,53.713
E02002285,"Heckmondwike Town, Norristhorpe & Roberttown",E08000034,-1.74,53.683,-1.665,53.71
E02002286,Dewsbury Moor Upper,E08000034,-1.667,53.691,-1.642,53.706
E02002287,Dewsbury Central & Westborough,E08000034,-1.652,53.688,-1.621,53.702
E02002288,Earlsheaton & Chickenley,E08000034,-1.627,53.677,-1.592,53.699
E02002289,Dewsbury Moor Lower & Westtown,E08000034,-1.666,53.678,-1.635,53.694
E02002290,Northorpe & Crossley,E08000034,-1.702,53.675,-1.661,53.697
E02002291,Battyeford,E08000034,-1.727,53.677,-1.691,53.694
E02002292,Bradley & North Fixby,E08000034,-1.8,53.671,-1.732,53.694
E02002293,Ravensthorpe,E08000034,-1.678,53.667,-1.638,53.686
E02002294,Dewsbury Savile Town & Thornhill Lees,E08000034,-1.647,53.664,-1.608,53.689
E02002295,Deighton & Brackenhall,E08000034,-1.779,53.665,-1.73,53.681
E02002296,Mirfield Central & Hopton,E08000034,-1.717,53.651,-1.661,53.684
E02002297,Cowcliffe & South Fixby,E08000034,-1.829,53.658,-1.778,53.681
E02002298,Thornhill,E08000034,-1.675,53.642,-1.59,53.677
E02002299,Huddersfield Leeds Road & Fartown,E08000034,-1.787,53.643,-1.745,53.672
E02002300,North Lindley & Birchencliffe,E08000034,-1.854,53.656,-1.818,53.673
E02002301,Birkby,E08000034,-1.803,53.655,-1.777,53.666
E02002302,Kirkheaton,E08000034,-1.739,53.635,-1.697,53.685
E02002303,Oakes & South Lindley,E08000034,-1.835,53.648,-1.806,53.663
E02002304,Edgerton & Marsh,E08000034,-1.811,53.646,-1.782,53.66
E02002305,Rawthorpe,E08000034,-1.769,53.643,-1.745,53.662
E02002306,"Scapegoat Hill, Outlane & West Golcar",E08000034,-1.897,53.628,-1.839,53.664
E02002307,Dalton Long Lane,E08000034,-1.761,53.644,-1.732,53.669
E02002308,Longwood & Quarmby,E08000034,-1.855,53.642,-1.815,53.659
E02002309,Paddock & Greenhead,E08000034,-1.822,53.638,-1.784,53.65
E02002310,Moldgreen & Ravensknowle Park,E08000034,-1.762,53.635,-1.733,53.646
E02002311,Golcar,E08000034,-1.864,53.627,-1.832,53.646
E02002312,"Aspley, Longley & University",E08000034,-1.796,53.625,-1.757,53.645
E02002313,Lockwood,E08000034,-1.81,53.628,-1.789,53.641
E02002314,Almondbury & Waterloo,E08000034,-1.778,53.617,-1.725,53.645
E02002315,Cowlersley & Milnsbridge,E08000034,-1.864,53.624,-1.812,53.644
E02002316,"Lepton, Grange Moor & Flockton",E08000034,-1.725,53.622,-1.61,53.656
E02002317,Crosland Moor,E08000034,-1.835,53.621,-1.797,53.639
E02002318,"Primrose Hill, Newsome & Berry Brow",E08000034,-1.799,53.611,-1.77,53.638
E02002319,Slaithwaite & Linthwaite,E08000034,-1.893,53.598,-1.838,53.634
E02002320,Netherton & South Crosland,E08000034,-1.841,53.608,-1.787,53.632
E02002321,Kirkburton & Farnley Tyas,E08000034,-1.777,53.584,-1.651,53.638
E02002322,Marsden & Pole Moor,E08000034,-2.009,53.555,-1.878,53.648
E02002323,Honley & Brockholes,E08000034,-1.831,53.583,-1.751,53.614
E02002324,Emley & Skelmanthorpe,E08000034,-1.68,53.584,-1.585,53.629
E02002325,Meltham,E08000034,-1.907,53.564,-1.813,53.623
E02002326,Shelley & Shepley,E08000034,-1.734,53.573,-1.66,53.613
E02002327,"Denby Dale, Cumberworth & Clayton West",E08000034,-1.714,53.553,-1.592,53.605
E02002328,Upperthong & Holmbridge,E08000034,-1.928,53.52,-1.77,53.594
E02002329,"Holmfirth, New Mill & Hepworth",E08000034,-1.809,53.534,-1.704,53.588
E02002330,Wetherby West,E08000035,-1.421,53.915,-1.383,53.943
E02002331,Wetherby East & Thorp Arch,E08000035,-1.399,53.9,-1.294,53.946
E02002332,Otley North,E08000035,-1.727,53.902,-1.682,53.919
E02002333,Otley South,E08000035,-1.732,53.889,-1.652,53.913
E02002334,Boston Spa & Bramham,E08000035,-1.415,53.857,-1.312,53.916
E02002335,"Collingham, Rigton & Harewood",E08000035,-1.561,53.856,-1.376,53.929
E02002336,Bramhope & Pool-in-Wharfedale,E08000035,-1.691,53.855,-1.553,53.911
E02002337,Guiseley North & West,E08000035,-1.8,53.863,-1.686,53.897
E02002338,Guiseley East & South,E08000035,-1.724,53.86,-1.695,53.881
E02002339,Yeadon West,E08000035,-1.705,53.861,-1.679,53.878
E02002340,Yeadon East,E08000035,-1.693,53.858,-1.664,53.877
E02002341,Alwoodley,E08000035,-1.589,53.85,-1.5,53.891
E02002342,Cookridge & Holt Park,E08000035,-1.636,53.849,-1.604,53.873
E02002343,Yeadon South,E08000035,-1.703,53.849,-1.656,53.864
E02002344,Primley Park & Wigton Moor,E08000035,-1.541,53.848,-1.501,53.862
E02002345,Adel,E08000035,-1.616,53.842,-1.564,53.873
E02002346,Tinshill,E08000035,-1.631,53.841,-1.603,53.859
E02002347,Moor Allerton,E08000035,-1.571,53.842,-1.534,53.857
E02002348,Lawnswood & Ireland Wood,E08000035,-1.623,53.838,-1.586,53.858
E02002349,Roundhay Park & Slaid Hill,E08000035,-1.518,53.83,-1.473,53.856
E02002350,Horsforth West,E08000035,-1.664,53.836,-1.629,53.858
E02002351,"Scarcroft, Shadwell & Scholes",E08000035,-1.498,53.817,-1.397,53.873
E02002352,Moortown,E08000035,-1.544,53.833,-1.518,53.85
E02002353,Roundhay West,E08000035,-1.532,53.833,-1.509,53.85
E02002354,Carr Manor,E08000035,-1.565,53.829,-1.534,53.848
E02002356,Horsforth South & Rawdon,E08000035,-1.705,53.826,-1.634,53.852
E02002357,Horsforth East,E08000035,-1.641,53.827,-1.616,53.845
E02002358,Whinmoor,E08000035,-1.48,53.82,-1.443,53.845
E02002359,"Aberford, Barwick & Thorner",E08000035,-1.448,53.782,-1.304,53.876
E02002360,Meanwood,E08000035,-1.577,53.824,-1.554,53.843
E02002361,Gledhow,E08000035,-1.534,53.82,-1.499,53.838
E02002362,Hawksworth & West Park,E08000035,-1.63,53.822,-1.599,53.844
E02002363,Chapel Allerton North,E08000035,-1.547,53.822,-1.52,53.836
E02002364,Seacroft North & Monkswood,E08000035,-1.48,53.817,-1.454,53.837
E02002366,Lady Wood & Oakwood,E08000035,-1.515,53.817,-1.474,53.837
E02002367,Meanwood South & Sugarwell,E08000035,-1.569,53.811,-1.531,53.831
E02002368,Calverley & Farsley North,E08000035,-1.708,53.81,-1.655,53.842
E02002369,Hollin Park & Fearnville,E08000035,-1.498,53.812,-1.465,53.83
E02002370,Swarcliffe,E08000035,-1.455,53.815,-1.425,53.831
E02002371,Chapel Allerton South & Chapeltown,E08000035,-1.546,53.81,-1.516,53.829
E02002373,Headingley,E08000035,-1.59,53.81,-1.573,53.824
E02002374,Kirkstall,E08000035,-1.618,53.81,-1.584,53.824
E02002375,Bramley Fall,E08000035,-1.651,53.812,-1.605,53.828
E02002376,Gipton North,E08000035,-1.516,53.81,-1.48,53.82
E02002377,Harehills North,E08000035,-1.526,53.811,-1.513,53.822
E02002379,Seacroft South,E08000035,-1.48,53.809,-1.452,53.82
E02002380,Bramley Park North,E08000035,-1.654,53.808,-1.624,53.823
E02002381,Rodley & Stanningley Park,E08000035,-1.668,53.806,-1.646,53.829
E02002382,Harehills South,E08000035,-1.517,53.807,-1.506,53.817
E02002383,Hyde Park,E08000035,-1.577,53.806,-1.566,53.815
E02002384,Woodhouse & Little London,E08000035,-1.564,53.8,-1.529,53.817
E02002385,Burley,E08000035,-1.599,53.802,-1.569,53.815
E02002386,Cross Gates East & Manston,E08000035,-1.454,53.791,-1.394,53.82
E02002387,Bramley Park South,E08000035,-1.649,53.804,-1.622,53.815
E02002388,Bramley East,E08000035,-1.626,53.803,-1.59,53.816
E02002389,Gipton South & Killingbeck Park,E08000035,-1.506,53.801,-1.478,53.816
E02002390,Cross Gates West & Killingbeck,E08000035,-1.487,53.798,-1.452,53.814
E02002391,"Farsley South, Stanningley & Pudsey North West",E08000035,-1.685,53.798,-1.647,53.815
E02002392,University & Little Woodhouse,E08000035,-1.573,53.797,-1.551,53.812
E02002393,Lincoln Green & St James,E08000035,-1.536,53.798,-1.513,53.812
E02002394,Burmantofts,E08000035,-1.523,53.798,-1.497,53.81
E02002395,New Pudsey,E08000035,-1.71,53.793,-1.675,53.814
E02002396,Bramley South & Upper Armley,E08000035,-1.639,53.793,-1.592,53.806
E02002397,Pudsey North East,E08000035,-1.665,53.793,-1.627,53.805
E02002398,Temple Newsam & Graveleythorpe,E08000035,-1.484,53.762,-1.432,53.805
E02002399,Osmondthorpe & Neville Hill,E08000035,-1.525,53.774,-1.485,53.802
E02002400,Armley & New Wortley,E08000035,-1.597,53.787,-1.561,53.808
E02002401,Halton Moor,E08000035,-1.499,53.766,-1.467,53.802
E02002402,"Colton, Austhorpe & Whitkirk",E08000035,-1.455,53.779,-1.414,53.805
E02002403,Garforth West,E08000035,-1.408,53.788,-1.373,53.805
E02002404,East End Park & Richmond Hill,E08000035,-1.535,53.784,-1.504,53.799
E02002405,Pudsey South West,E08000035,-1.712,53.779,-1.658,53.8
E02002406,Garforth East,E08000035,-1.391,53.779,-1.349,53.8
E02002407,Farnley East,E08000035,-1.62,53.782,-1.59,53.798
E02002408,Pudsey South East,E08000035,-1.669,53.78,-1.638,53.8
E02002409,Farnley West & Gamble Hill,E08000035,-1.652,53.765,-1.615,53.802
E02002410,Wortley,E08000035,-1.607,53.78,-1.571,53.794
E02002411,Holbeck,E08000035,-1.575,53.773,-1.545,53.796
E02002412,New Farnley & Lower Wortley,E08000035,-1.628,53.766,-1.583,53.788
E02002414,Beeston Hill & Hunslet Moor,E08000035,-1.56,53.775,-1.533,53.788
E02002415,Cross Flats Park & Garnets,E08000035,-1.557,53.767,-1.539,53.779
E02002416,"Garforth South, Swillington & Little Preston",E08000035,-1.449,53.743,-1.383,53.796
E02002417,"Kippax East, Micklefield & Allerton Bywater",E08000035,-1.393,53.732,-1.29,53.81
E02002418,Kippax West,E08000035,-1.39,53.756,-1.362,53.782
E02002419,Beeston West & Cottingley,E08000035,-1.59,53.759,-1.561,53.783
E02002420,Beeston East,E08000035,-1.569,53.757,-1.539,53.777
E02002421,Belle Isle North,E08000035,-1.54,53.76,-1.518,53.776
E02002422,Churwell,E08000035,-1.605,53.749,-1.57,53.767
E02002423,Belle Isle South,E08000035,-1.536,53.75,-1.506,53.77
E02002424,Morley North & Gildersome East,E08000035,-1.64,53.747,-1.593,53.768
E02002425,Drighlington & Gildersome West,E08000035,-1.682,53.745,-1.625,53.767
E02002426,Woodlesford & Oulton,E08000035,-1.467,53.736,-1.426,53.764
E02002427,Rothwell Inner,E08000035,-1.495,53.74,-1.463,53.759
E02002428,Middleton Town Street,E08000035,-1.56,53.743,-1.511,53.766
E02002429,Rothwell Outer,E08000035,-1.516,53.721,-1.414,53.77
E02002430,Middleton Park Avenue,E08000035,-1.57,53.737,-1.536,53.761
E02002431,Morley East,E08000035,-1.602,53.732,-1.568,53.755
E02002432,Methley,E08000035,-1.434,53.719,-1.355,53.761
E02002433,Morley Central,E08000035,-1.613,53.73,-1.589,53.753
E02002434,"Robin Hood, Lofthouse & Middleton Lane",E08000035,-1.555,53.722,-1.482,53.747
E02002435,Morley Bruntcliffe & Woodkirk,E08000035,-1.639,53.717,-1.569,53.75
E02002436,Tingley East & East Ardsley,E08000035,-1.576,53.712,-1.517,53.747
E02002437,Tingley West & West Ardsley,E08000035,-1.589,53.699,-1.543,53.734
E02002438,Ferry Fryston,E08000036,-1.332,53.717,-1.278,53.742
E02002439,Castleford Town,E08000036,-1.372,53.715,-1.33,53.737
E02002440,Airedale,E08000036,-1.339,53.71,-1.296,53.732
E02002441,Castleford West,E08000036,-1.391,53.709,-1.351,53.73
E02002442,Glasshoughton,E08000036,-1.361,53.704,-1.312,53.729
E02002443,Outwood East,E08000036,-1.515,53.696,-1.474,53.73
E02002444,"Stanley, Moorhouse & Bottomboat",E08000036,-1.49,53.683,-1.428,53.728
E02002445,Outwood West,E08000036,-1.523,53.691,-1.491,53.726
E02002446,Altofts,E08000036,-1.471,53.698,-1.399,53.724
E02002447,Knottingley,E08000036,-1.264,53.693,-1.199,53.715
E02002448,Ferrybridge & West Knottingley,E08000036,-1.302,53.691,-1.226,53.727
E02002449,Pontefract North East,E08000036,-1.323,53.688,-1.274,53.711
E02002450,Normanton East,E08000036,-1.418,53.692,-1.376,53.725
E02002451,Wrenthorpe & Kirkhamgate,E08000036,-1.554,53.691,-1.509,53.722
E02002452,Pontefract North West,E08000036,-1.355,53.681,-1.298,53.71
E02002453,Normanton West,E08000036,-1.473,53.665,-1.405,53.708
E02002454,Wakefield Central,E08000036,-1.505,53.677,-1.483,53.705
E02002455,Pontefract South East,E08000036,-1.31,53.67,-1.277,53.695
E02002456,Wakefield St John's,E08000036,-1.528,53.679,-1.498,53.695
E02002457,Eastmoor,E08000036,-1.491,53.679,-1.467,53.695
E02002458,Ossett North,E08000036,-1.603,53.677,-1.549,53.706
E02002459,Alverthorpe & Flanshaw,E08000036,-1.559,53.676,-1.512,53.704
E02002460,Pontefract South West,E08000036,-1.333,53.666,-1.296,53.691
E02002461,Streethouse & Sharlston Common,E08000036,-1.447,53.651,-1.338,53.715
E02002462,Ossett West,E08000036,-1.615,53.657,-1.567,53.686
E02002463,Lupset,E08000036,-1.554,53.668,-1.517,53.685
E02002464,Featherstone,E08000036,-1.379,53.658,-1.319,53.693
E02002465,Thornes,E08000036,-1.543,53.656,-1.492,53.681
E02002466,Ossett South East & Horbury Bridge,E08000036,-1.584,53.657,-1.546,53.68
E02002467,Agbrigg & Belle Isle,E08000036,-1.504,53.653,-1.452,53.683
E02002468,Horbury,E08000036,-1.567,53.648,-1.529,53.67
E02002469,Crofton,E08000036,-1.476,53.626,-1.377,53.675
E02002470,Sandal,E08000036,-1.508,53.639,-1.471,53.666
E02002471,Ackworth & Darrington,E08000036,-1.385,53.616,-1.242,53.694
E02002472,Netherton & Middlestown,E08000036,-1.625,53.617,-1.541,53.661
E02002473,Durkar & Crigglestone,E08000036,-1.559,53.62,-1.501,53.664
E02002474,Kettlethorpe & Chapelthorpe,E08000036,-1.529,53.624,-1.492,53.651
E02002475,"Walton, Woolley & Bretton",E08000036,-1.598,53.593,-1.421,53.658
E02002476,Kinsley & Fitzwilliam,E08000036,-1.406,53.605,-1.346,53.646
E02002477,Ryhill & South Hiendley,E08000036,-1.464,53.599,-1.378,53.64
E02002478,Upton,E08000036,-1.338,53.6,-1.228,53.65
E02002479,Hemsworth Town,E08000036,-1.372,53.595,-1.32,53.636
E02002480,Moorthorpe,E08000036,-1.318,53.588,-1.282,53.604
E02002481,South Elmsall,E08000036,-1.314,53.575,-1.247,53.608
E02002482,South Kirkby,E08000036,-1.356,53.576,-1.299,53.609
E02002483,Clavering,E06000001,-1.264,54.702,-1.229,54.723
E02002484,Headland & West View,E06000001,-1.239,54.692,-1.175,54.718
E02002485,Jesmond,E06000001,-1.246,54.69,-1.212,54.703
E02002489,Old Town & Grange,E06000001,-1.236,54.676,-1.197,54.687
E02002490,Foggy Furze,E06000001,-1.23,54.669,-1.19,54.68
E02002491,Rift House & Summerhill,E06000001,-1.255,54.665,-1.219,54.679
E02002492,Rossmere & Mill,E06000001,-1.236,54.637,-1.205,54.672
E02002493,Seaton Carew,E06000001,-1.234,54.622,-1.158,54.671
E02002494,Owton Manor,E06000001,-1.253,54.652,-1.232,54.667
E02002496,Middlesbrough Central,E06000002,-1.261,54.565,-1.194,54.591
E02002497,North Ormesby & Brambles,E06000002,-1.22,54.564,-1.179,54.575
E02002498,Ayresome,E06000002,-1.256,54.565,-1.239,54.577
E02002499,Berwick Hills,E06000002,-1.216,54.553,-1.19,54.569
E02002500,Linthorpe East & Albert Park,E06000002,-1.248,54.555,-1.228,54.567
E02002501,Park Vale,E06000002,-1.24,54.553,-1.215,54.567
E02002502,Thorntree,E06000002,-1.195,54.548,-1.167,54.569
E02002503,Newport & Maze Park,E06000002,-1.282,54.547,-1.254,54.572
E02002504,Linthorpe West,E06000002,-1.263,54.55,-1.235,54.566
E02002505,Park End,E06000002,-1.215,54.545,-1.19,54.558
E02002506,Beechwood & James Cook,E06000002,-1.238,54.541,-1.208,54.559
E02002507,Acklam,E06000002,-1.261,54.536,-1.235,54.553
E02002508,Kader,E06000002,-1.275,54.53,-1.216,54.549
E02002509,Easterside,E06000002,-1.23,54.532,-1.206,54.548
E02002510,Trimdon,E06000002,-1.285,54.528,-1.243,54.549
E02002512,Marton West,E06000002,-1.216,54.508,-1.179,54.533
E02002513,Stainton & Hemlington,E06000002,-1.284,54.51,-1.219,54.531
E02002514,Coulby Newham,E06000002,-1.239,54.506,-1.194,54.533
E02002515,Redcar Town & Coatham,E06000003,-1.093,54.611,-1.05,54.621
E02002516,Redcar Lakes North,E06000003,-1.085,54.603,-1.066,54.616
E02002517,Dormanstown,E06000003,-1.198,54.567,-1.057,54.648
E02002518,Redcar East,E06000003,-1.068,54.594,-1.037,54.615
E02002519,Redcar Lakes South,E06000003,-1.084,54.591,-1.059,54.604
E02002520,Marske,E06000003,-1.065,54.565,-0.984,54.606
E02002521,Saltburn,E06000003,-0.996,54.57,-0.938,54.589
E02002523,Grangetown,E06000003,-1.163,54.564,-1.135,54.59
E02002524,Brotton,E06000003,-0.964,54.56,-0.904,54.589
E02002525,Eston,E06000003,-1.153,54.555,-1.084,54.582
E02002526,Skelton,E06000003,-1.027,54.534,-0.942,54.582
E02002527,Loftus & Skinningrove,E06000003,-0.928,54.548,-0.873,54.579
E02002529,Bankfields,E06000003,-1.17,54.539,-1.129,54.561
E02002530,"Boosbeck, Lingdale & Easington",E06000003,-1.02,54.488,-0.789,54.572
E02002532,Guisborough North,E06000003,-1.165,54.527,-1.04,54.577
E02002533,Guisborough West,E06000003,-1.093,54.52,-1.056,54.536
E02002534,Guisborough Outer & Upleatham,E06000003,-1.165,54.494,-0.99,54.576
E02002535,Billingham North & Wolviston,E06000004,-1.316,54.614,-1.272,54.632
E02002536,Billingham Central,E06000004,-1.317,54.602,-1.283,54.617
E02002537,Billingham East & Haverton Hill,E06000004,-1.288,54.582,-1.159,54.63
E02002538,Billingham South,E06000004,-1.301,54.572,-1.257,54.603
E02002539,"Billingham West, Stillington & Longnewton",E06000004,-1.453,54.477,-1.298,54.645
E02002540,Norton North,E06000004,-1.341,54.585,-1.297,54.604
E02002541,Norton High Street,E06000004,-1.325,54.583,-1.297,54.598
E02002542,Roseworth,E06000004,-1.357,54.576,-1.316,54.595
E02002543,Hardwick & Salters Lane,E06000004,-1.371,54.576,-1.331,54.594
E02002544,Norton South,E06000004,-1.326,54.569,-1.262,54.588
E02002545,Rimswell & Bishopsgarth,E06000004,-1.388,54.569,-1.353,54.589
E02002546,Eastbourne & Newham Grange,E06000004,-1.339,54.562,-1.314,54.579
E02002547,Elm Tree & Grangefield,E06000004,-1.359,54.558,-1.334,54.578
E02002549,Fairfield,E06000004,-1.39,54.551,-1.348,54.571
E02002550,Hartburn,E06000004,-1.358,54.543,-1.322,54.567
E02002551,Thornaby North,E06000004,-1.311,54.549,-1.271,54.566
E02002552,Thornaby Mandale,E06000004,-1.311,54.538,-1.276,54.551
E02002553,Thornaby Village,E06000004,-1.317,54.533,-1.29,54.546
E02002554,Thornaby South,E06000004,-1.32,54.513,-1.279,54.541
E02002555,Eaglescliffe,E06000004,-1.388,54.503,-1.335,54.538
E02002556,Ingleby Barwick East & Hilton,E06000004,-1.319,54.487,-1.234,54.531
E02002558,Yarm,E06000004,-1.381,54.464,-1.287,54.512
E02002559,"Faverdale, Heighington & Sadberge",E06000005,-1.71,54.508,-1.407,54.619
E02002560,Harrowgate Hill,E06000005,-1.564,54.544,-1.54,54.561
E02002561,Whinfield,E06000005,-1.541,54.542,-1.505,54.553
E02002562,Rise Carr,E06000005,-1.561,54.534,-1.541,54.547
E02002563,Haughton Le Skerne,E06000005,-1.542,54.532,-1.512,54.546
E02002564,Cockerton & Hopetown,E06000005,-1.604,54.533,-1.558,54.542
E02002567,Albert Hill & Red Hall,E06000005,-1.55,54.52,-1.502,54.54
E02002568,College & Park West,E06000005,-1.579,54.512,-1.562,54.532
E02002569,Hummersknott,E06000005,-1.61,54.507,-1.558,54.536
E02002570,Bank Top,E06000005,-1.548,54.513,-1.528,54.526
E02002571,Firthmoor,E06000005,-1.548,54.505,-1.511,54.523
E02002572,Park East,E06000005,-1.565,54.508,-1.546,54.523
E02002573,Middleton & Hurworth,E06000005,-1.592,54.451,-1.421,54.533
E02002574,Farnworth,E06000006,-2.751,53.376,-2.691,53.403
E02002575,Upton Rocks,E06000006,-2.773,53.374,-2.732,53.389
E02002576,Halton View,E06000006,-2.728,53.358,-2.691,53.385
E02002577,Hough Green,E06000006,-2.781,53.365,-2.759,53.382
E02002578,Victoria Park,E06000006,-2.754,53.365,-2.717,53.384
E02002579,Ditton,E06000006,-2.776,53.361,-2.748,53.376
E02002580,Widnes Riverside,E06000006,-2.758,53.348,-2.712,53.374
E02002581,Hale Bank,E06000006,-2.832,53.322,-2.742,53.372
E02002582,"Sandymoor, Daresbury & Preston Brook",E06000006,-2.691,53.305,-2.595,53.364
E02002583,Halton Castlefield,E06000006,-2.722,53.328,-2.668,53.357
E02002584,Runcorn Halton Road,E06000006,-2.736,53.327,-2.703,53.342
E02002585,Runcorn Town & Westfield,E06000006,-2.763,53.307,-2.72,53.345
E02002586,"Grange, Halton Brook & Hallwood Park",E06000006,-2.726,53.319,-2.694,53.339
E02002587,Norton,E06000006,-2.681,53.312,-2.652,53.33
E02002588,Halton Lea & Brookvale,E06000006,-2.702,53.315,-2.674,53.33
E02002589,Beechwood & Heath,E06000006,-2.737,53.306,-2.685,53.333
E02002590,Culcheth West & Croft,E06000007,-2.585,53.426,-2.483,53.481
E02002591,Culcheth East & Hollins Green,E06000007,-2.527,53.396,-2.449,53.462
E02002592,Winwick & Burtonwood,E06000007,-2.682,53.413,-2.556,53.453
E02002593,Locking Stumps,E06000007,-2.556,53.412,-2.499,53.435
E02002594,Oakwood & Gorse Covert,E06000007,-2.534,53.411,-2.477,53.437
E02002595,Hulme,E06000007,-2.621,53.41,-2.567,53.424
E02002596,Houghton Green & Fearnhead,E06000007,-2.576,53.407,-2.532,53.426
E02002597,Blackbrook,E06000007,-2.589,53.403,-2.556,53.417
E02002598,Kingswood & Whittle Hall,E06000007,-2.673,53.393,-2.607,53.42
E02002599,Callands & Old Hall,E06000007,-2.646,53.394,-2.609,53.415
E02002600,Orford,E06000007,-2.598,53.396,-2.565,53.414
E02002601,Padgate & Paddington,E06000007,-2.575,53.388,-2.544,53.411
E02002602,Bewsey & Dallam,E06000007,-2.618,53.389,-2.594,53.416
E02002603,Woolston,E06000007,-2.554,53.384,-2.478,53.419
E02002604,Great Sankey,E06000007,-2.677,53.387,-2.639,53.4
E02002605,Hood Manor & Sankey Bridges,E06000007,-2.645,53.379,-2.617,53.397
E02002606,Fairfield & Howley,E06000007,-2.593,53.374,-2.565,53.4
E02002607,Central Warrington,E06000007,-2.639,53.368,-2.582,53.4
E02002608,Penketh & Cuerdley,E06000007,-2.698,53.354,-2.611,53.394
E02002609,Latchford,E06000007,-2.583,53.373,-2.535,53.395
E02002610,Lymm,E06000007,-2.516,53.355,-2.425,53.396
E02002611,Grappenhall,E06000007,-2.569,53.362,-2.526,53.386
E02002612,Stockton Heath & Hillcliffe,E06000007,-2.595,53.356,-2.553,53.38
E02002613,"Appleton Thorn, Stretton & Walton",E06000007,-2.631,53.322,-2.506,53.389
E02002614,Appleton,E06000007,-2.603,53.338,-2.555,53.369
E02002615,"Roe Lee, Brownhill & Sunnybower",E06000008,-2.495,53.758,-2.446,53.782
E02002616,Lammack & Revidge,E06000008,-2.515,53.75,-2.488,53.77
E02002617,Little Harwood,E06000008,-2.478,53.752,-2.446,53.764
E02002618,Bastwell,E06000008,-2.493,53.752,-2.473,53.762
E02002619,Wensley Fold,E06000008,-2.511,53.741,-2.486,53.753
E02002620,Central Blackburn,E06000008,-2.502,53.735,-2.469,53.756
E02002621,Audley,E06000008,-2.477,53.74,-2.457,53.754
E02002622,Shadsworth & Intack,E06000008,-2.468,53.732,-2.439,53.755
E02002623,"Witton, Mill Hill & Hollin Bank",E06000008,-2.514,53.729,-2.478,53.743
E02002624,"Beardwood, Pleasington & Livesey",E06000008,-2.565,53.713,-2.503,53.767
E02002625,Queen's Park & Higher Croft,E06000008,-2.487,53.715,-2.439,53.744
E02002626,Meadowhead,E06000008,-2.522,53.718,-2.498,53.739
E02002627,Ewood & Fernhurst,E06000008,-2.506,53.714,-2.465,53.732
E02002628,North Darwen,E06000008,-2.503,53.693,-2.459,53.716
E02002629,East Darwen,E06000008,-2.466,53.691,-2.442,53.707
E02002630,Darwen Town,E06000008,-2.503,53.678,-2.459,53.706
E02002631,South Darwen & Whitehall,E06000008,-2.498,53.658,-2.423,53.696
E02002632,"Tockholes, Edgworth & Hoddlesden",E06000008,-2.543,53.617,-2.363,53.732
E02002633,Little Bispham & Anchorsholme,E06000009,-3.051,53.857,-3.022,53.876
E02002634,Churchtown,E06000009,-3.041,53.847,-3.014,53.869
E02002635,Norbreck & Bispham,E06000009,-3.056,53.839,-3.039,53.865
E02002636,Warbreck & Bispham Road,E06000009,-3.043,53.833,-3.01,53.853
E02002637,Hoohill,E06000009,-3.051,53.828,-3.025,53.843
E02002638,North Shore,E06000009,-3.057,53.819,-3.041,53.842
E02002639,Little Layton & Little Carleton,E06000009,-3.032,53.823,-3.007,53.836
E02002640,North East Centre,E06000009,-3.054,53.82,-3.033,53.831
E02002641,Queenstown & Layton,E06000009,-3.039,53.816,-2.994,53.83
E02002642,Central Blackpool,E06000009,-3.057,53.808,-3.037,53.823
E02002643,Park Road,E06000009,-3.048,53.805,-3.03,53.817
E02002644,Stanley Park & Great Marton,E06000009,-3.037,53.802,-2.999,53.822
